confirmed_root_label	raw_ids	final_root_id	exact_evidence	cause_statement	business_rule	owner	derived_ids	disposition	reviewer_note
CONFIRMED_ROOT_MOBILE_RETURN_REQUEST_SERVER_AUTHORITY_DEFECT_LOCAL_REFUND_POLICY_ID_ATTACHMENT_SUCCESS	F-064	R-05B1	nabd_plus_patient_app/app/returns/new-request.tsx:19–48,63–101,172–286	Refund/return commands and UI state lack one server-authoritative, idempotent settlement lifecycle; amount/eligibility/request ID/attachment/output can be client-derived or fabricated.	Refund/return is only created and settled from an eligible server-owned order/booking/payment state; amount/currency/policy and reversal are authoritative and auditable.	Payments/Finance + Returns + Patient Mobile	F-076,F-485,F-544,F-548,F-803	FINAL_MAPPED	Manual mapping; F-641 also depends on R-04 insurance decision state.
CONFIRMED_ROOT_MOBILE_SEARCH_PRIVACY_QUERY_ROUTING_DEFECT_SENSITIVE_RETENTION_NO_ABORT_SCHEMA_CONTEXT_CONTRACT	F-069	R-12E	nabd_plus_patient_app/app/search/index.tsx:12–18,31–63,71–103,160–215	Patient Mobile global search stores recent raw queries in AsyncStorage, sends uncancelled debounced requests to a broad search route, and routes heterogeneous results with unvalidated type/ID/schema context; there is no visible retention, purge, sensitivity classification, response ordering or safe handoff contract.	Search queries and results use a typed, bounded, purpose-scoped server contract with validated result identity/type and authorization-safe projection. Client retention is opt-in and sensitivity-classified with bounded TTL/clear control; stale requests/responses are cancelled or ignored. Search and deep links never expose or retain PHI/family/private catalog context without current authorization.	Search/Catalog + Patient Mobile + Privacy/Security	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen baseline source and directly related frozen backend contracts where stated. Targeted derived search recorded no linked DERIVED_DUPLICATE IDs. No product source was modified and no patient data, payment instrument, pharmacy request, search query, media, PSP or runtime service was accessed.
CONFIRMED_ROOT_MOBILE_SECURITY_TRUTH_DEFECT_OPTIMISTIC_PREFS_SWALLOWED_FAILURE_SESSIONS_ERROR_AS_EMPTY_ID_IS_JTI_CONTRACT_OK	F-029	R-01B	nabd_plus_patient_app/app/settings/security.tsx:39–116 ; nabdah-backend/src/modules/users/users.controller.ts:76–99	Mobile session/security UI converts session errors into empty/optimistic state rather than showing server-authoritative revocation/error status.	Client session settings must reflect verified server session/JTI state and explicit unavailable/retry outcomes; no optimistic erase or swallowed security error.	Identity/Auth + Patient Mobile	F-2410	FINAL_MAPPED	Manual mapping; client contract dependency on R-01B.
CONFIRMED_ROOT_MOBILE_SERVICES_HUB_CAPABILITY_TRUTH_DEFECT_STATIC_UNVERIFIED_DEEPLINKS_NO_AVAILABILITY_CONTEXT_BLOCKED_CONTRACT	F-068	R-14B	nabd_plus_patient_app/app/services/index.tsx:18–67,69–106	Patient Mobile service hub publishes a static catalogue of service descriptions and direct routes without an actor/context-specific availability, eligibility, dependency, blocked-state or route-context contract.	The service hub must consume a server-authoritative capability/discovery projection for the current actor, locale, geography, entitlement, clinical/safety and operational availability. It may navigate only to a compatible route/context and otherwise show an explicit blocked, unavailable or eligibility state. Static routes and marketing descriptions never establish that a service, provider, coverage, quote, emergency response or AI capability is available.	Patient Mobile + Service Discovery/Catalog + Domain owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	New narrow capability-discovery subroot. Targeted derived candidates F-012 (family consent) and F-679 (admin role policy) were reviewed and excluded because they do not share this mobile service-hub aggregate. Frozen archive only; no route, API, service availability, patient data or runtime service was accessed.
CONFIRMED_ROOT_MOBILE_UNIFIED_ORDERS_ROUTE_ID_ERROR_STATUS_CONTRACT_DEFECT	F-056	R-14C	nabd_plus_patient_app/app/orders/index.tsx:17–32,74–180,221–257	Patient Mobile unified orders joins heterogeneous endpoint responses locally, collapses differing lifecycle statuses into generic buckets and drives disparate detail routes from untyped IDs while swallowing individual source failures into a count; it has no canonical activity projection, item schema, freshness/error or resource-route authorization contract.	A patient activity/order centre is an explicit server-authoritative projection contract. Every item must carry validated resource kind, owner-scoped canonical ID, current state/version, permitted next actions, timestamp/freshness and item-specific deep-link context. Partial-source outage, unknown state, expired/forbidden resource and routing failure are visible states; a client-side status bucket or synthesized route must not claim a booking, pharmacy order, insurance claim, return, home-care visit or emergency outcome.	Patient Mobile + Journey/Read-model Platform + Booking/Pharmacy/Insurance/Diagnostics/Home-care owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	New narrow patient activity-projection subroot. Targeted derived search found no matching derived graph. Individual domain state-machine roots remain separate dependencies and were not consolidated into this UI/read-model contract. Frozen baseline source and endpoint declarations only; no patient activity, order, booking, claim, return, emergency record or runtime API was accessed.
CONFIRMED_ROOT_MOBILE_VIDEO_ROOM_CALL_LIFECYCLE_DEFECT_INCOMPATIBLE_ROUTE_NO_VERIFIED_TOKEN_END_ATTENDANCE	F-067	R-18C	nabd_plus_patient_app/app/room/[id].tsx:45–75,145–209	Video/call and TURN credentials lack verified call/participant/session binding, signed webhook acceptance, safe credential issuance/rotation, call-state/idempotency and privacy-safe metrics/admin projection lifecycle.	Call access and TURN credentials are issued only for an authorized active participant/session with audience/expiry/one-time/no-store controls; webhook and remote actions are verified/idempotent, state/attendance is authoritative and metrics/admin views are minimized/audited/retained by policy.	Calls/LiveKit/TURN + Security/Privacy	F-353,F-627,F-628,F-629,F-630,F-631	FINAL_MAPPED	Manual mapping; runtime TURN/LiveKit connectivity and credential rotation remain external verification gates.
CONFIRMED_ROOT_MOBILE_WALLET_INSTRUMENT_FINANCIAL_TRUTH_DEFECT_HARDCODED_TEST_CARD_LOCAL_DEFAULT_TRANSFER_NO_BENEFICIARY_IDEMPOTENCY	F-092	R-05A2	nabd_plus_patient_app/app/wallet/cards.tsx:31–117,327–376	Patient Mobile wallet-card UI posts fixed test PANs and holder data, marks the default card only in local state, and shows a PCI assertion although the inspected backend card contract exposes only get/add/remove and no authoritative default-instrument transition.	The client handles only PSP-tokenized, minimum card metadata. Add/default/remove are server-authoritative owner-scoped instrument commands with PSP/provider token provenance, PCI-minimized DTOs, idempotent transitions, retention/access audit and truthful failure state; no raw PAN, hard-coded test card, local default or payment success inference is allowed.	Payments/Finance + Patient Mobile + Security/Privacy	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen baseline source and directly related frozen backend contracts where stated. Targeted derived search recorded no linked DERIVED_DUPLICATE IDs. No product source was modified and no patient data, payment instrument, pharmacy request, search query, media, PSP or runtime service was accessed.
CONFIRMED_ROOT_MODERATION_GOVERNANCE_DEFECT_COMMUNITY_KEYWORD_REMOVAL_NO_REASON_ACTOR_EVIDENCE_REVIEW_WORKFLOW	F-201	R-21N	src/modules/community/community.service.ts:14–23,48–58,72–83	Community moderation/vote/session mutations lack reviewed actor/reason evidence, atomic idempotent vote/count contract, host/state authorization and durable mutation/outbox/reconstruction lifecycle.	Community actions use authorized participant/host/state rules, typed bounded content, reviewed moderation reason/actor/evidence, atomic idempotent votes/counters, durable actor/reason/outbox events and reconciliation/appeal outcomes.	Community Platform + Trust/Safety	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; no community content, session, vote, moderation action or runtime event was accessed.
CONFIRMED_ROOT_NOTIFICATION_DELIVERY_TRUTH_DEFECT_OPTIMISTIC_NOOP_CHANNEL_STATUS_NO_DURABLE_ATTEMPT_RECEIPT_FAILURE_LEASE	F-156	R-09B	src/modules/notifications/notifications.service.ts:57–119, 190–239, 262–278	Notification preferences, campaign/reminder commands and delivery/read outcomes lack a unified approved-audience/template/link, atomic claim/idempotency, provider receipt/failure and privacy-safe analytics contract.	Notification commands use consent/preference/suppression-aware authoritative audience snapshots, approved localized templates and scoped links; campaigns/reminders are idempotent leased jobs with durable attempts/receipts/read outcomes, bounded analytics and actor/reason audit.	Notifications + Admin Operations + Patient Mobile	F-032,F-154,F-167,F-871,F-906,F-1496,F-1497,F-1498	FINAL_MAPPED	Manual mapping; OTP/mail/SMS transport, chat/realtime and domain event production are deliberately excluded for separate roots.
CONFIRMED_ROOT_NOTIFICATION_GOVERNANCE_DEFECT_ADMIN_RAW_AUDIENCE_CONTENT_ACTION_NO_TYPED_APPROVED_ACTOR_AUDIT_COMMAND	F-153	R-09B	src/modules/notifications/notifications.controller.ts:46–58 ; src/modules/notifications/notifications.service.ts:30–59 ; src/schemas/notification.schema.ts:9–24	Notification preferences, campaign/reminder commands and delivery/read outcomes lack a unified approved-audience/template/link, atomic claim/idempotency, provider receipt/failure and privacy-safe analytics contract.	Notification commands use consent/preference/suppression-aware authoritative audience snapshots, approved localized templates and scoped links; campaigns/reminders are idempotent leased jobs with durable attempts/receipts/read outcomes, bounded analytics and actor/reason audit.	Notifications + Admin Operations + Patient Mobile	F-032,F-154,F-167,F-871,F-906,F-1496,F-1497,F-1498	FINAL_MAPPED	Manual mapping; OTP/mail/SMS transport, chat/realtime and domain event production are deliberately excluded for separate roots.
CONFIRMED_ROOT_OBSERVABILITY_DEFECT_CONSISTENCY_AUDIT_BOUNDED_SCAN_NO_COVERAGE_CURSOR	F-698	R-16F	src/modules/consistency/consistency.module.ts:61–109	Consistency reconciliation uses weak duplicate/invariant/stuck heuristics, lacks bounded coverage/cursor and SLA recovery, and has no durable approved checkpointed job lifecycle.	Consistency work uses explicit per-domain invariants and overlap confidence, bounded resumable coverage, time/SLA recovery classification, durable checkpointed approved jobs and immutable reconciliation evidence; it never infers or changes truth silently.	Platform Reliability + Domain Owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reconciliation root; source aggregate state remains authoritative and no job was run.
CONFIRMED_ROOT_OBSERVABILITY_DEFECT_READINESS_DEPENDENCY_FAILURE_EMPTY_CATCH_NO_REDACTED_METRICS	F-1324	R-15A	src/health.controller.ts:37–44	Health/readiness surfaces conflate liveness and readiness, report static/fake Redis success or lack dependency deadlines, degraded truth and redacted failure evidence.	Readiness is a measured dependency-aware contract separate from liveness, with explicit criticality, deadline/budget, safe degraded state, redacted evidence and no fake fallback PONG/always-OK result.	Platform Operations/SRE	F-165,F-530,F-1325	FINAL_MAPPED	Manual mapping; actual dependency availability remains a controlled runtime verification gate.
CONFIRMED_ROOT_OBSERVABILITY_DEFECT_REDIS_SHARED_READY_FLAG_MULTI_CONNECTION_HEALTH_AMBIGUITY	F-438	R-16A	src/modules/redis/redis.service.ts:28–59	Redis degrades to per-process non-atomic/fake-ready primitives, has ambiguous connection health, lossy pubsub, unsafe rate-limit failover, unbounded key scanning and untyped corruption semantics.	Distributed locks, idempotency, sessions, rate limits and events fail closed or enter explicit degraded mode; Redis health is per dependency with deadlines, storage access is bounded/typed, and events use durable outbox/replay rather than silent pubsub loss.	Platform Reliability + Security	F-196,F-286,F-2568	FINAL_MAPPED	Manual mapping; runtime Redis MISCONF/connectivity behavior remains an unclosed external verification blocker.
CONFIRMED_ROOT_OPERATIONAL_TRUTH_DEFECT_CARE_APPOINTMENT_DETAIL_HARDCODED_QUEUE_POSITION_AHEAD_COUNT_WAIT_TIME	F-542	R-03B	src/modules/care/appointments.service.ts:226–246	Appointment detail displays a synthetic queue position/wait time rather than a server-derived operational queue state.	Patient appointment views show only measured queue/appointment state with source/time/freshness; unavailable queue data is explicit, never hard-coded completion/progress.	Booking/Care + Patient UX	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; operational display truth. Independent Phase-4 reconciliation performed a source-exact search of DERIVED_DUPLICATE ledger evidence; no direct match was found. Historical sentinel/cross-candidate derived claim was replaced without changing raw IDs, root, exact evidence, cause, rule or owner.
